label,text,preprocessing-result
Spam,"HADIAH MAXWIN :
Maxwin 1 juta s/d 5 juta = Bonus Tambahan 2 juta
Maxwin 6 juta s/d 20juta = Bonus Tambahan 5 juta
Maxwin 40 juta s/d 399 juta = Bonus Tambahan 10 juta
🏛𝐏𝐑𝐎𝐒𝐄𝐒 𝐃𝐄𝐏𝐎 𝐃𝐀𝐍 𝐖𝐃 𝟑 𝐌𝐄𝐍𝐈𝐓 𝐒𝐄𝐋𝐄𝐒𝐀𝐈!!
🏧 𝐌𝐢𝐧𝐢𝐦𝐚𝐥 𝐝𝐞𝐩𝐨 𝟏𝟎𝐑𝐛 / 𝐖𝐢𝐭𝐡𝐝𝐫𝐚𝐰 𝟓𝟎𝐫𝐛
🏧 𝐀𝐋𝐋 𝐁𝐀𝐍𝐊/𝐌𝐁𝐊𝐈𝐍𝐆
☎️𝐏𝐔𝐋𝐒𝐀  : 𝐓𝐄𝐋𝐊𝐎𝐌𝐒𝐄𝐋 / 𝐗𝐋 ( 𝐓𝐀𝐍𝐏𝐀 𝐏𝐎𝐓𝐎𝐍𝐆𝐀𝐍 𝟏𝟎𝟎% )
🏛𝐏𝐑𝐎𝐒𝐄𝐒 𝐃𝐄𝐏𝐎 𝐃𝐀𝐍 𝐖𝐃 𝟑 𝐌𝐄𝐍𝐈𝐓 𝐒𝐄𝐋𝐄𝐒𝐀𝐈
Link Daftar : https://shorturl.at/tuzH4","['hadiah', 'maxwin', 'maxwin', 'juta', 's', 'd', 'juta', 'bonus', 'tambah', 'juta', 'maxwin', 'juta', 's', 'd', 'juta', 'bonus', 'tambah', 'juta', 'maxwin', 'juta', 's', 'd', 'juta', 'bonus', 'tambah', 'juta', 'link', 'daftar']"
Spam,"Ehh lu itu buron tahu wajib di hukum mati sebab lu tandingan udh berbuat benalu ke suatu aktifitas Islamiyah, ehh jadi fakir ga lu agar yg shaddiq di sisi Allah nyaman berasal dari harta lu semua dan lu fakir. 

Coba abisin duit lu kasih ke fakir agar nyaman dan ga berbuat zalim para penganut Islam","['ehh', 'lu', 'buron', 'wajib', 'hukum', 'mati', 'lu', 'tanding', 'udh', 'buat', 'benalu', 'aktifitas', 'islamiyah', 'ehh', 'fakir', 'ga', 'lu', 'yg', 'shaddiq', 'sisi', 'allah', 'nyaman', 'asal', 'harta', 'lu', 'lu', 'fakir', 'coba', 'abisin', 'duit', 'lu', 'kasih', 'fakir', 'nyaman', 'ga', 'buat', 'zalim', 'anut', 'islam']"
Spam,"[ SITUS TERPERCAYA & RESMI OFFICIAL ]

Game Tersedia : 
* SLOT 
* POKER 
* TOGEL 
* TembakIkan
* Casino

Promo Aktif :
- Deposit 
- Garansi Kekalahan
- Bonus Mingguan

Link Daftar Situs Gacor & Group Claim Bonus Dibawah ini : 
https://heylink.me/bigklik.tech/

#bigklik #freebet #situsgacor #maxwin #dirgahayuindonesia #agustus #slotmaxwin #indonesia #bigklikgacor","['situs', 'percaya', 'resmi', 'official', 'game', 'sedia', 'slot', 'poker', 'togel', 'tembakikan', 'casino', 'promo', 'aktif', 'deposit', 'garansi', 'kalah', 'bonus', 'minggu', 'link', 'daftar', 'situs', 'gacor', 'group', 'claim', 'bonus', 'bawah', 'bigklik', 'freebet', 'situsgacor', 'maxwin', 'dirgahayuindonesia', 'agustus', 'slotmaxwin', 'indonesia', 'bigklikgacor']"
Spam,"NENG4D BO YANG RAMAI DI INCAR GACOR,DAN SEDANG VIRALNYA NIKMATI BERBAGAI EVENT MENARIK DARI KAMI
COBA BERMAIN DENGAN NENG4D JAMIN 100% JP, BURUAN JANGAN SAMPAI KELEWATAN 
------------------------------------------------------------------------

🔥🔥🔥 𝗗𝗘𝗣𝗢𝗦𝗜𝗧 𝗣𝗨𝗟𝗦𝗔 𝗧𝗔𝗡𝗣𝗔 𝗣𝗢𝗧𝗢𝗡𝗚𝗔𝗡 🔥🔥🔥
🔥 MIN DEPOSIT 1.000
🔥 MIN WITHDRAW 20.000
🔥 BONUS DEPOSIT HARIAN 10%
🔥 BONUS CASHBACK MINGGUAN UP TO 25%
🔥 BONUS ROLLINGAN (HADIAH UTAMA TOYOTA ALPHARD)
🔥 EVENT DAN PROMO MENARIK LAINNYA
🔥 EVENT LUCKYWHEEL (HADIAH UTAMA AVANZA NEW & IPHONE 14PROMAX)
✅ PELAYANAN TERBAIK SEASIA

✅ BERLAKU UNTUK SEMUA MEMBER 
✅ DEPOSIT VIA DANA, OVO, GOPAY, LINKAJA 
==========================================

TERSEDIA PERMAINAN TERGACOR NO SETINGAN
- TOGEL
- SLOT GAMES (TERBAIK)
- CASINO LIVE
- TEMBAK IKAN
- SPORTS BOOK SABA
- SABUNG AYAM WS168

info lebih alengkap bisa hubungi WA kami

WA : +6281264828511

KETIK LINK KAMI : https://neng4d,day
(ubah tanda koma jadi tanda titik)

❤️ 𝗛𝗔𝗡𝗬𝗔 neng4d � 𝗬𝗔𝗡𝗚 𝗠𝗘𝗡𝗚𝗘𝗥𝗧𝗜  𝗞𝗘𝗕𝗨𝗧𝗨𝗛𝗔𝗡 𝗠𝗘𝗠𝗕𝗘𝗥𝗡𝗬𝗔.
𝗥𝗔𝗦𝗔𝗞𝗔𝗡 𝗞𝗘𝗡𝗬𝗔𝗠𝗔𝗡𝗔𝗡 𝗕𝗘𝗥𝗦𝗔𝗠𝗔 𝗞𝗔𝗠𝗜 neng4dNENG4D BO YANG RAMAI DI INCAR GACOR,DAN SEDANG VIRALNYA NIKMATI BERBAGAI EVENT MENARIK DARI KAMI
COBA BERMAIN DENGAN NENG4D JAMIN 100% JP, BURUAN JANGAN SAMPAI KELEWATANNENG4D BO YANG RAMAI DI INCAR GACOR,DAN SEDANG VIRALNYA NIKMATI BERBAGAI EVENT MENARIK DARI KAMI
NENG4D BO YANG RAMAI DI INCAR GACOR,DAN SEDANG VIRALNYA NIKMATI BERBAGAI EVENT MENARIK DARI KAMI
COBA BERMAIN DENGAN NENG4D JAMIN 100% JP, BURUAN JANGAN SAMPAI KELEWATAN","['neng', 'd', 'bo', 'ramai', 'incar', 'gacor', 'viralnya', 'nikmat', 'event', 'tarik', 'coba', 'main', 'neng', 'd', 'jamin', 'jp', 'buru', 'lewat', 'min', 'deposit', 'min', 'withdraw', 'bonus', 'deposit', 'hari', 'bonus', 'cashback', 'minggu', 'up', 'to', 'bonus', 'rollingan', 'hadiah', 'utama', 'toyota', 'alphard', 'event', 'promo', 'tarik', 'event', 'luckywheel', 'hadiah', 'utama', 'avanza', 'new', 'iphone', 'promax', 'layan', 'baik', 'seasia', 'laku', 'member', 'deposit', 'via', 'dana', 'ovo', 'gopay', 'linkaja', 'sedia', 'main', 'tergacor', 'no', 'ting', 'togel', 'slot', 'games', 'baik', 'casino', 'live', 'tembak', 'ikan', 'sports', 'book', 'saba', 'sabung', 'ayam', 'ws', 'info', 'alengkap', 'hubung', 'wa', 'wa', 'ketik', 'link', 'ubah', 'tanda', 'koma', 'tanda', 'titik', 'neng', 'd', 'neng', 'dneng', 'd', 'bo', 'ramai', 'incar', 'gacor', 'viralnya', 'nikmat', 'event', 'tarik', 'coba', 'main', 'neng', 'd', 'jamin', 'jp', 'buru', 'kelewatanneng', 'd', 'bo', 'ramai', 'incar', 'gacor', 'viralnya', 'nikmat', 'event', 'tarik', 'neng', 'd', 'bo', 'ramai', 'incar', 'gacor', 'viralnya', 'nikmat', 'event', 'tarik', 'coba', 'main', 'neng', 'd', 'jamin', 'jp', 'buru', 'lewat']"
Ham,Wow 󱢏,['wow']
Spam,"🔥🔥🔥🔥 SEDANG HITS & VIRAL!!! 🔥🔥🔥🔥
🔥🔥🔥 HADIAH TOGEL 100% TERBESAR 🔥🔥🔥
🔥🔥 𝗗𝗘𝗣𝗢𝗦𝗜𝗧 𝗣𝗨𝗟𝗦𝗔 𝗧𝗔𝗡𝗣𝗔 𝗣𝗢𝗧𝗢𝗡𝗚𝗔𝗡 🔥🔥
🔥 MINIMAL DEPOSIT HANYA Rp 1.000
🔥 BONUS NEW MEMBER 20% 
🔥 BONUS DEPOSIT HARIAN 10%
🔥 BONUS CASHBACK MINGGUAN UP TO 15%
🔥 BONUS ROLLINGAN ( HADIAH UTAMA TOYOTA ALPHARD)
🔥 EVENT DAN PROMO MENARIK LAINNYA
✅ PELAYANAN TERBAIK SEASIA
✅ BERLAKU UNTUK SEMUA MEMBER 
✅ DEPOSIT VIA DANA, OVO, GOPAY, LINKAJA 
==========================================

TERSEDIA PERMAINAN TERGACOR NO SETINGAN
- TOGEL
- SLOT GAMES (TERBAIK)
- CASINO LIVE
- TEMBAK IKAN
- SPORTS BOOK SABA

info lebih lengkap bisa hubungi WA kami
𝐖𝐀 :  +6287848723657

❤️ 𝗛𝗔𝗡𝗬𝗔 SAWER4D  𝗬𝗔𝗡𝗚 𝗠𝗘𝗡𝗚𝗘𝗥𝗧𝗜  𝗞𝗘𝗕𝗨𝗧𝗨𝗛𝗔𝗡 𝗠𝗘𝗠𝗕𝗘𝗥𝗡𝗬𝗔.
𝗥𝗔𝗦𝗔𝗞𝗔𝗡 𝗞𝗘𝗡𝗬𝗔𝗠𝗔𝗡𝗔𝗡 𝗕𝗘𝗥𝗦𝗔𝗠𝗔 𝗞𝗔𝗠𝗜 SAWER4D ❤️

UNTUK AKSES LEBIH MUDAH LANSUNG KETIK  SAWER4D DI GOOGLE BOSKU","['hits', 'viral', 'hadiah', 'togel', 'besar', 'minimal', 'deposit', 'rp', 'bonus', 'new', 'member', 'bonus', 'deposit', 'hari', 'bonus', 'cashback', 'minggu', 'up', 'to', 'bonus', 'rollingan', 'hadiah', 'utama', 'toyota', 'alphard', 'event', 'promo', 'tarik', 'layan', 'baik', 'seasia', 'laku', 'member', 'deposit', 'via', 'dana', 'ovo', 'gopay', 'linkaja', 'sedia', 'main', 'tergacor', 'no', 'ting', 'togel', 'slot', 'games', 'baik', 'casino', 'live', 'tembak', 'ikan', 'sports', 'book', 'saba', 'info', 'lengkap', 'hubung', 'wa', 'sawer', 'd', 'sawer', 'd', 'akses', 'mudah', 'lansung', 'ketik', 'sawer', 'd', 'google', 'bos']"
Spam,Saling support,['support']
Spam,"LAWU4DINFO SLOT GACOR ! MAHJONG WAYS2 96%, STARLIGHT PRINCESS RTP UP TO 95% , BONUS DEPOSIT KHUSUS NEW MEMBER SLOT 50%, DEPO PULSA TANPA POTONGAN !LAWU : Link : https://s.id/1PLrd
https://wa.me/85514249354","['lawu', 'dinfo', 'slot', 'gacor', 'mahjong', 'ways', 'starlight', 'princess', 'rtp', 'up', 'to', 'bonus', 'deposit', 'khusus', 'new', 'member', 'slot', 'depo', 'pulsa', 'potong', 'lawu', 'link']"
Spam,"Ini novel yang luar biasa untukmu:""SISTEM GILA MUSIK"" 🌟🌟🌟🌟🌟 Ayo, periksa sekarang.
https://www.fizzo.org/page/share/?bid=7755375237247532286&isNew=1&from=copy_link&group=2&d=5807416864786839293&u=7964083544294929662&language=id®ion=ID","['novel', 'untuk', 'sistem', 'gila', 'musik', 'ayo', 'periksa']"
Spam,"Permisi ka saya ingin menawarkan bulu mata palsu dengan berbagai model:
👉Natural
👉3d
👉tiplas
👉dublelash
Melayani grosir dan eceran, pengiriman dari Purbalingga. Bayar setelah barang sampai (COD)","['permisi', 'ka', 'tawar', 'bulu', 'mata', 'palsu', 'model', 'natural', 'd', 'tiplas', 'dublelash', 'layan', 'grosir', 'ecer', 'kirim', 'purbalingga', 'bayar', 'barang', 'cod']"
Spam,Join live Gamis murahnya bun ada promonya https://vt.tiktok.com/ZSLWK9dj1,"['join', 'live', 'gamis', 'murah', 'bun', 'promonya']"
Spam,"Yuk yang mau EDIT FOTO VIDEO & DESAIN silahkan❤
wa.me/6281235067836","['yuk', 'edit', 'foto', 'video', 'desain', 'silah', 'wa', 'me']"
Spam,Sip,['sip']
Spam,Awesome👍,['awesome']
Spam,Goid nice👍🤲🏿,"['goid', 'nice']"
Spam,Kalau tidak tgl soreh itu aku suruh orang antar aku masuk di dapur mu jumpa bidadari ku kamu terkejut oh?,"['tidak', 'tgl', 'soreh', 'suruh', 'orang', 'masuk', 'dapur', 'mu', 'jumpa', 'bidadari', 'ku', 'kejut', 'oh']"
Spam,Jangan Liat CERITA GW A😂😂😂,"['liat', 'cerita', 'gw', 'a']"
Ham,Mantaaaaaaaaaaapppp,['mantaaaaaaaaaaapppp']
Spam,Ok bos kecil,"['ok', 'bos']"
Spam,"Mampir ngab, kali aja ada postingan yang lhu suka. 😉🎼🎸

https://www.facebook.com/MusisiCikajangProject","['mampir', 'ngab', 'kali', 'aja', 'postingan', 'lhu', 'suka']"
Spam,rifitirrrrr😋🤏,['rifitirrrrr']
Spam,Eah ma gigi,"['eah', 'ma', 'gigi']"
Spam,Apakah ini benar ya ak,"['ya', 'ak']"
Spam,https://tokopedia.link/BFT7zfObJCb,[]
Spam,"Bosan dirumah? tidak ada penghasilan ? pengangguran ? Sini join dengan kami aja buat dapat cuan yang banyak gunakan waktu luang anda untuk mendapatkan penghasilan di perusahaan kami, hanya bermodalkan waktu dan handphone anda bisa bergabung 

""SEMUA NYA BISA BERGABUNG DAN TIDAK ADA HALANGAN UMUR YA""

minat : wa.me/62895403172532","['bosan', 'rumah', 'tidak', 'hasil', 'anggur', 'join', 'aja', 'cuan', 'luang', 'hasil', 'usaha', 'modal', 'handphone', 'gabung', 'nya', 'gabung', 'tidak', 'halang', 'umur', 'ya', 'minat', 'wa', 'me']"
Spam,Bfjdmx,['bfjdmx']
Ham,"Mirip banget 😍

Mba gigi,rafathar,Cipung mirip semua juga 😍","['banget', 'mba', 'gigi', 'rafathar', 'cipung']"
Spam,Fi..,['fi']
Spam,"🔥🔥 SLOT TERGACOR SEPANJANG MASA 🔥🔥

🤑🤑 EVENT TERBANYAK, BONUS TERBANYAK

 🤑🤑
🤩🤩 PROMO TERBANYAK DAN DAPATKAN HINGGA RATUSAN JUTA 🤩🤩
💰💰 WITHDARW 100% DIBAYAR TANPA POTONGAN 💰💰
🤵🏻‍♀️🤵🏻‍♀️ PELAYANAN RAMAH DAN TERBAIK 🤵🏻‍♀️🤵🏻‍♀️
==========================================
➡️💰 DEPOSIT PULSA TANPA POTONGAN 🔥🔥
➡️💰 BONUS DEPOSIT 5% 🔥🔥
➡️💷 BONUS CASHBACK MINGGUAN UP TO 15% 🔥🔥
➡️🚗 BONUS ROLLINGAN TIAP BULAN ( HADIAH IPHONE12,MOBIL HONDA MOBILIO ) 🔥🔥
➡️🤑 EXTRA BONUS FREESPIN DAN BUY SPIN (KLAIM SEGERA) 🔥🔥
➡️🆕 BONUS SPECIAL MIX PARLAY ( HOT PROMO,PROMO BARU ) 🔥🔥
➡️🆕 BONUS AZTEC UP TO 80% 🔥🔥
➡️🆕 BONUS KOIGATE UP TO 600.000 🔥🔥
==========================================
TERSEDIA PERMAINAN TERGACOR NO SETINGAN
- TOGEL
- SLOT GAMES (TERBAIK)
- CASINO LIVE
- TEMBAK IKAN
- SPORTS BOOK SABA DAN SBOBET (TERBARU)

BURUAN DAN MENANGKAN RATUSAN JUTA RUPIAH
info lebih lengkap bisa hubungi WA kami
𝐖𝐀 : +62 85921351511
❤️ 𝗛𝗔𝗡𝗬𝗔 𝗞𝗔𝗡𝗚𝗧𝗢𝗧𝗢 𝗬𝗔𝗡𝗚 𝗠𝗘𝗡𝗚𝗘𝗥𝗧𝗜  𝗞𝗘𝗕𝗨𝗧𝗨𝗛𝗔𝗡 𝗠𝗘𝗠𝗕𝗘𝗥𝗡𝗬𝗔.
𝗥𝗔𝗦𝗔𝗞𝗔𝗡 𝗞𝗘𝗡𝗬𝗔𝗠𝗔𝗡𝗔𝗡 𝗕𝗘𝗥𝗦𝗔𝗠𝗔 𝗞𝗔𝗠𝗜 𝗞𝗔𝗡𝗚𝗧𝗢𝗧𝗢 ❤️

UNTUK AKSES LEBIH MUDAH LANSUNG KETIK  𝗞𝗔𝗡𝗚𝗧𝗢𝗧𝗢  DI GOOGLE BOSKU)

Salam Jackpot Salam Kangtoto Akangku 💥💥","['slot', 'tergacor', 'event', 'bonus', 'promo', 'dapat', 'ratus', 'juta', 'withdarw', 'bayar', 'potong', 'layan', 'ramah', 'baik', 'deposit', 'pulsa', 'potong', 'bonus', 'deposit', 'bonus', 'cashback', 'minggu', 'up', 'to', 'bonus', 'rollingan', 'hadiah', 'iphone', 'mobil', 'honda', 'mobilio', 'extra', 'bonus', 'freespin', 'buy', 'spin', 'klaim', 'bonus', 'special', 'mix', 'parlay', 'hot', 'promo', 'promo', 'bonus', 'aztec', 'up', 'to', 'bonus', 'koigate', 'up', 'to', 'sedia', 'main', 'tergacor', 'no', 'ting', 'togel', 'slot', 'games', 'baik', 'casino', 'live', 'tembak', 'ikan', 'sports', 'book', 'saba', 'sbobet', 'baru', 'buru', 'menang', 'ratus', 'juta', 'rupiah', 'info', 'lengkap', 'hubung', 'wa', 'akses', 'mudah', 'lansung', 'ketik', 'google', 'bos', 'salam', 'jackpot', 'salam', 'kangtoto', 'akang']"
Spam,Mbak gigi vs rapintar,"['mbak', 'gigi', 'vs', 'rapintar']"
Spam,"2 anak laki2,kl aq mah 3 perempuan semua","['anak', 'laki', 'kl', 'aq', 'mah', 'perempuan']"
Spam,"GACOR DI SITUS DAGET777 SAWER BOSS

Lagi Sebar Duit lewat DANA Kaget nih! Cuma buat kamu yang paling gesit,sikat sekarang
https://link-dana-kaget.recomendsi.my.id/","['gacor', 'situs', 'daget', 'sawer', 'boss', 'sebar', 'duit', 'dana', 'kaget', 'nih', 'gesit', 'sikat']"
